,Filepaths,Label
3165,..\..\data\raw\FoodClassification\kadai_paneer\207.jpg,kadai_paneer
3166,..\..\data\raw\FoodClassification\burger\201.jpg,burger
3167,..\..\data\raw\FoodClassification\chapati\082.jpg,chapati
3168,..\..\data\raw\FoodClassification\momos\171.jpg,momos
3169,..\..\data\raw\FoodClassification\chole_bhature\025.jpg,chole_bhature
3170,..\..\data\raw\FoodClassification\kadai_paneer\002.jpg,kadai_paneer
3171,..\..\data\raw\FoodClassification\jalebi\069.jpg,jalebi
3172,..\..\data\raw\FoodClassification\dal_makhani\138.jpg,dal_makhani
3173,..\..\data\raw\FoodClassification\pizza\114.jpg,pizza
3174,..\..\data\raw\FoodClassification\chai\017.jpg,chai
3175,..\..\data\raw\FoodClassification\burger\256.jpg,burger
3176,..\..\data\raw\FoodClassification\idli\055.jpg,idli
3177,..\..\data\raw\FoodClassification\butter_naan\207.jpg,butter_naan
3178,..\..\data\raw\FoodClassification\chai\192.jpg,chai
3179,..\..\data\raw\FoodClassification\pav_bhaji\179.jpg,pav_bhaji
3180,..\..\data\raw\FoodClassification\jalebi\142.jpg,jalebi
3181,..\..\data\raw\FoodClassification\jalebi\252.jpg,jalebi
3182,..\..\data\raw\FoodClassification\momos\276.jpg,momos
3183,..\..\data\raw\FoodClassification\chapati\223.jpg,chapati
3184,..\..\data\raw\FoodClassification\kaathi_rolls\260.jpg,kaathi_rolls
3185,..\..\data\raw\FoodClassification\chapati\181.jpg,chapati
3186,..\..\data\raw\FoodClassification\fried_rice\256.jpg,fried_rice
3187,..\..\data\raw\FoodClassification\kadai_paneer\039.jpg,kadai_paneer
3188,..\..\data\raw\FoodClassification\dhokla\048.jpg,dhokla
3189,..\..\data\raw\FoodClassification\chai\275.jpg,chai
3190,..\..\data\raw\FoodClassification\chole_bhature\235.jpg,chole_bhature
3191,..\..\data\raw\FoodClassification\samosa\055.jpg,samosa
3192,..\..\data\raw\FoodClassification\masala_dosa\234.jpg,masala_dosa
3193,..\..\data\raw\FoodClassification\pav_bhaji\273.jpg,pav_bhaji
3194,..\..\data\raw\FoodClassification\jalebi\040.jpg,jalebi
3195,..\..\data\raw\FoodClassification\samosa\144.jpg,samosa
3196,..\..\data\raw\FoodClassification\samosa\214.jpg,samosa
3197,..\..\data\raw\FoodClassification\masala_dosa\168.jpg,masala_dosa
3198,..\..\data\raw\FoodClassification\kadai_paneer\091.jpg,kadai_paneer
3199,..\..\data\raw\FoodClassification\dal_makhani\127.jpg,dal_makhani
3200,..\..\data\raw\FoodClassification\pav_bhaji\031.jpg,pav_bhaji
3201,..\..\data\raw\FoodClassification\chole_bhature\234.jpg,chole_bhature
3202,..\..\data\raw\FoodClassification\chole_bhature\009.jpg,chole_bhature
3203,..\..\data\raw\FoodClassification\chapati\159.jpg,chapati
3204,..\..\data\raw\FoodClassification\chole_bhature\146.jpg,chole_bhature
3205,..\..\data\raw\FoodClassification\butter_naan\112.jpg,butter_naan
3206,..\..\data\raw\FoodClassification\pav_bhaji\259.jpg,pav_bhaji
3207,..\..\data\raw\FoodClassification\butter_naan\083.jpg,butter_naan
3208,..\..\data\raw\FoodClassification\kaathi_rolls\073.jpg,kaathi_rolls
3209,..\..\data\raw\FoodClassification\samosa\141.jpg,samosa
3210,..\..\data\raw\FoodClassification\chapati\239.jpg,chapati
3211,..\..\data\raw\FoodClassification\chole_bhature\088.jpg,chole_bhature
3212,..\..\data\raw\FoodClassification\jalebi\044.jpg,jalebi
3213,..\..\data\raw\FoodClassification\masala_dosa\197.jpg,masala_dosa
3214,..\..\data\raw\FoodClassification\momos\234.jpg,momos
3215,..\..\data\raw\FoodClassification\dhokla\072.jpg,dhokla
3216,..\..\data\raw\FoodClassification\dal_makhani\043.jpg,dal_makhani
3217,..\..\data\raw\FoodClassification\chai\265.jpg,chai
3218,..\..\data\raw\FoodClassification\pizza\100.jpg,pizza
3219,..\..\data\raw\FoodClassification\idli\242.jpg,idli
3220,..\..\data\raw\FoodClassification\fried_rice\032.jpg,fried_rice
3221,..\..\data\raw\FoodClassification\jalebi\107.jpg,jalebi
3222,..\..\data\raw\FoodClassification\chole_bhature\099.jpg,chole_bhature
3223,..\..\data\raw\FoodClassification\samosa\240.jpg,samosa
3224,..\..\data\raw\FoodClassification\kulfi\222.jpg,kulfi
3225,..\..\data\raw\FoodClassification\dhokla\149.jpg,dhokla
3226,..\..\data\raw\FoodClassification\masala_dosa\228.jpg,masala_dosa
3227,..\..\data\raw\FoodClassification\momos\265.jpg,momos
3228,..\..\data\raw\FoodClassification\kulfi\132.jpg,kulfi
3229,..\..\data\raw\FoodClassification\kaathi_rolls\128.jpg,kaathi_rolls
3230,..\..\data\raw\FoodClassification\masala_dosa\294.jpg,masala_dosa
3231,..\..\data\raw\FoodClassification\pakode\149.jpg,pakode
3232,..\..\data\raw\FoodClassification\samosa\183.jpg,samosa
3233,..\..\data\raw\FoodClassification\chapati\275.jpg,chapati
3234,..\..\data\raw\FoodClassification\kaathi_rolls\257.jpg,kaathi_rolls
3235,..\..\data\raw\FoodClassification\burger\226.jpg,burger
3236,..\..\data\raw\FoodClassification\chai\077.jpg,chai
3237,..\..\data\raw\FoodClassification\pav_bhaji\165.jpg,pav_bhaji
3238,..\..\data\raw\FoodClassification\masala_dosa\027.jpg,masala_dosa
3239,..\..\data\raw\FoodClassification\chole_bhature\331.jpg,chole_bhature
3240,..\..\data\raw\FoodClassification\kaathi_rolls\265.jpg,kaathi_rolls
3241,..\..\data\raw\FoodClassification\kadai_paneer\291.jpg,kadai_paneer
3242,..\..\data\raw\FoodClassification\butter_naan\008.jpg,butter_naan
3243,..\..\data\raw\FoodClassification\pakode\128.jpg,pakode
3244,..\..\data\raw\FoodClassification\pakode\252.jpg,pakode
3245,..\..\data\raw\FoodClassification\dal_makhani\060.jpg,dal_makhani
3246,..\..\data\raw\FoodClassification\pakode\029.jpg,pakode
3247,..\..\data\raw\FoodClassification\pakode\136.jpg,pakode
3248,..\..\data\raw\FoodClassification\masala_dosa\074.jpg,masala_dosa
3249,..\..\data\raw\FoodClassification\chole_bhature\311.jpg,chole_bhature
3250,..\..\data\raw\FoodClassification\dhokla\220.jpg,dhokla
3251,..\..\data\raw\FoodClassification\samosa\186.jpg,samosa
3252,..\..\data\raw\FoodClassification\samosa\249.jpg,samosa
3253,..\..\data\raw\FoodClassification\dhokla\122.jpg,dhokla
3254,..\..\data\raw\FoodClassification\burger\218.jpg,burger
3255,..\..\data\raw\FoodClassification\jalebi\062.jpg,jalebi
3256,..\..\data\raw\FoodClassification\kadai_paneer\160.jpg,kadai_paneer
3257,..\..\data\raw\FoodClassification\chapati\127.jpg,chapati
3258,..\..\data\raw\FoodClassification\butter_naan\159.jpg,butter_naan
3259,..\..\data\raw\FoodClassification\fried_rice\219.jpg,fried_rice
3260,..\..\data\raw\FoodClassification\pav_bhaji\093.jpg,pav_bhaji
3261,..\..\data\raw\FoodClassification\dhokla\247.jpg,dhokla
3262,..\..\data\raw\FoodClassification\masala_dosa\148.jpg,masala_dosa
3263,..\..\data\raw\FoodClassification\kaathi_rolls\063.jpg,kaathi_rolls
3264,..\..\data\raw\FoodClassification\paani_puri\127.jpg,paani_puri
3265,..\..\data\raw\FoodClassification\fried_rice\163.jpg,fried_rice
3266,..\..\data\raw\FoodClassification\jalebi\088.jpg,jalebi
3267,..\..\data\raw\FoodClassification\pizza\042.jpg,pizza
3268,..\..\data\raw\FoodClassification\chapati\319.jpg,chapati
3269,..\..\data\raw\FoodClassification\pizza\092.jpg,pizza
3270,..\..\data\raw\FoodClassification\kaathi_rolls\098.jpg,kaathi_rolls
3271,..\..\data\raw\FoodClassification\kaathi_rolls\221.jpg,kaathi_rolls
3272,..\..\data\raw\FoodClassification\masala_dosa\164.jpg,masala_dosa
3273,..\..\data\raw\FoodClassification\pav_bhaji\250.jpg,pav_bhaji
3274,..\..\data\raw\FoodClassification\butter_naan\294.jpg,butter_naan
3275,..\..\data\raw\FoodClassification\pizza\240.jpg,pizza
3276,..\..\data\raw\FoodClassification\kadai_paneer\327.jpg,kadai_paneer
3277,..\..\data\raw\FoodClassification\samosa\160.jpg,samosa
3278,..\..\data\raw\FoodClassification\dhokla\204.jpg,dhokla
3279,..\..\data\raw\FoodClassification\chole_bhature\105.jpg,chole_bhature
3280,..\..\data\raw\FoodClassification\paani_puri\015.jpg,paani_puri
3281,..\..\data\raw\FoodClassification\idli\271.jpg,idli
3282,..\..\data\raw\FoodClassification\pav_bhaji\341.jpg,pav_bhaji
3283,..\..\data\raw\FoodClassification\pizza\012.jpg,pizza
3284,..\..\data\raw\FoodClassification\idli\246.jpg,idli
3285,..\..\data\raw\FoodClassification\idli\131.jpg,idli
3286,..\..\data\raw\FoodClassification\paani_puri\123.jpg,paani_puri
3287,..\..\data\raw\FoodClassification\idli\066.jpg,idli
3288,..\..\data\raw\FoodClassification\pav_bhaji\141.jpg,pav_bhaji
3289,..\..\data\raw\FoodClassification\masala_dosa\016.jpg,masala_dosa
3290,..\..\data\raw\FoodClassification\butter_naan\082.jpg,butter_naan
3291,..\..\data\raw\FoodClassification\kaathi_rolls\206.jpg,kaathi_rolls
3292,..\..\data\raw\FoodClassification\momos\074.jpg,momos
3293,..\..\data\raw\FoodClassification\burger\305.jpg,burger
3294,..\..\data\raw\FoodClassification\pakode\193.jpg,pakode
3295,..\..\data\raw\FoodClassification\samosa\207.jpg,samosa
3296,..\..\data\raw\FoodClassification\samosa\223.jpg,samosa
3297,..\..\data\raw\FoodClassification\chapati\320.jpg,chapati
3298,..\..\data\raw\FoodClassification\pakode\018.jpg,pakode
3299,..\..\data\raw\FoodClassification\dal_makhani\012.JPG,dal_makhani
3300,..\..\data\raw\FoodClassification\kulfi\166.jpg,kulfi
3301,..\..\data\raw\FoodClassification\dal_makhani\217.jpg,dal_makhani
3302,..\..\data\raw\FoodClassification\burger\055.jpg,burger
3303,..\..\data\raw\FoodClassification\momos\192.jpg,momos
3304,..\..\data\raw\FoodClassification\dhokla\219.jpg,dhokla
3305,..\..\data\raw\FoodClassification\fried_rice\316.jpg,fried_rice
3306,..\..\data\raw\FoodClassification\pakode\232.jpg,pakode
3307,..\..\data\raw\FoodClassification\kaathi_rolls\092.jpg,kaathi_rolls
3308,..\..\data\raw\FoodClassification\chapati\270.jpg,chapati
3309,..\..\data\raw\FoodClassification\jalebi\090.jpg,jalebi
3310,..\..\data\raw\FoodClassification\kadai_paneer\024.jpg,kadai_paneer
3311,..\..\data\raw\FoodClassification\kulfi\151.jpg,kulfi
3312,..\..\data\raw\FoodClassification\butter_naan\203.jpg,butter_naan
3313,..\..\data\raw\FoodClassification\burger\242.jpg,burger
3314,..\..\data\raw\FoodClassification\samosa\229.jpg,samosa
3315,..\..\data\raw\FoodClassification\jalebi\115.jpg,jalebi
3316,..\..\data\raw\FoodClassification\chai\281.jpg,chai
3317,..\..\data\raw\FoodClassification\dhokla\026.jpg,dhokla
3318,..\..\data\raw\FoodClassification\kulfi\153.jpg,kulfi
3319,..\..\data\raw\FoodClassification\kadai_paneer\077.jpg,kadai_paneer
3320,..\..\data\raw\FoodClassification\jalebi\056.jpg,jalebi
3321,..\..\data\raw\FoodClassification\kulfi\134.jpg,kulfi
3322,..\..\data\raw\FoodClassification\kulfi\234.jpg,kulfi
3323,..\..\data\raw\FoodClassification\burger\101.jpg,burger
3324,..\..\data\raw\FoodClassification\pakode\016.jpg,pakode
3325,..\..\data\raw\FoodClassification\kadai_paneer\037.jpg,kadai_paneer
3326,..\..\data\raw\FoodClassification\pakode\166.jpg,pakode
3327,..\..\data\raw\FoodClassification\kulfi\138.jpg,kulfi
3328,..\..\data\raw\FoodClassification\momos\081.jpg,momos
3329,..\..\data\raw\FoodClassification\samosa\257.jpg,samosa
3330,..\..\data\raw\FoodClassification\masala_dosa\245.jpg,masala_dosa
3331,..\..\data\raw\FoodClassification\idli\061.jpg,idli
3332,..\..\data\raw\FoodClassification\idli\010.jpg,idli
3333,..\..\data\raw\FoodClassification\jalebi\162.jpg,jalebi
3334,..\..\data\raw\FoodClassification\samosa\099.jpg,samosa
3335,..\..\data\raw\FoodClassification\jalebi\001.jpg,jalebi
3336,..\..\data\raw\FoodClassification\pizza\147.jpg,pizza
3337,..\..\data\raw\FoodClassification\chai\246.jpg,chai
3338,..\..\data\raw\FoodClassification\dhokla\033.jpg,dhokla
3339,..\..\data\raw\FoodClassification\chapati\122.jpg,chapati
3340,..\..\data\raw\FoodClassification\kadai_paneer\127.jpg,kadai_paneer
3341,..\..\data\raw\FoodClassification\butter_naan\115.jpg,butter_naan
3342,..\..\data\raw\FoodClassification\momos\175.jpg,momos
3343,..\..\data\raw\FoodClassification\chai\204.jpg,chai
3344,..\..\data\raw\FoodClassification\kulfi\210.jpg,kulfi
3345,..\..\data\raw\FoodClassification\butter_naan\139.jpg,butter_naan
3346,..\..\data\raw\FoodClassification\pakode\233.jpg,pakode
3347,..\..\data\raw\FoodClassification\burger\236.jpg,burger
3348,..\..\data\raw\FoodClassification\chapati\264.jpg,chapati
3349,..\..\data\raw\FoodClassification\dal_makhani\257.jpg,dal_makhani
3350,..\..\data\raw\FoodClassification\chapati\302.jpg,chapati
3351,..\..\data\raw\FoodClassification\masala_dosa\078.jpg,masala_dosa
3352,..\..\data\raw\FoodClassification\paani_puri\029.jpg,paani_puri
3353,..\..\data\raw\FoodClassification\chapati\158.jpg,chapati
3354,..\..\data\raw\FoodClassification\pakode\123.jpg,pakode
3355,..\..\data\raw\FoodClassification\butter_naan\060.jpg,butter_naan
3356,..\..\data\raw\FoodClassification\chole_bhature\031.jpg,chole_bhature
3357,..\..\data\raw\FoodClassification\pizza\038.jpg,pizza
3358,..\..\data\raw\FoodClassification\dal_makhani\170.jpg,dal_makhani
3359,..\..\data\raw\FoodClassification\pav_bhaji\139.jpg,pav_bhaji
3360,..\..\data\raw\FoodClassification\kulfi\186.jpg,kulfi
3361,..\..\data\raw\FoodClassification\dal_makhani\048.jpg,dal_makhani
3362,..\..\data\raw\FoodClassification\fried_rice\281.jpg,fried_rice
3363,..\..\data\raw\FoodClassification\chai\059.jpg,chai
3364,..\..\data\raw\FoodClassification\chai\252.jpg,chai
3365,..\..\data\raw\FoodClassification\pakode\164.jpg,pakode
3366,..\..\data\raw\FoodClassification\pizza\160.jpg,pizza
3367,..\..\data\raw\FoodClassification\dal_makhani\098.jpg,dal_makhani
3368,..\..\data\raw\FoodClassification\kulfi\053.jpg,kulfi
3369,..\..\data\raw\FoodClassification\chole_bhature\401.jpg,chole_bhature
3370,..\..\data\raw\FoodClassification\pakode\030.jpg,pakode
3371,..\..\data\raw\FoodClassification\burger\062.jpg,burger
3372,..\..\data\raw\FoodClassification\chole_bhature\380.jpg,chole_bhature
3373,..\..\data\raw\FoodClassification\kadai_paneer\165.jpg,kadai_paneer
3374,..\..\data\raw\FoodClassification\chai\151.jpg,chai
3375,..\..\data\raw\FoodClassification\samosa\258.jpg,samosa
3376,..\..\data\raw\FoodClassification\chai\076.jpg,chai
3377,..\..\data\raw\FoodClassification\chai\102.jpg,chai
3378,..\..\data\raw\FoodClassification\fried_rice\324.jpg,fried_rice
3379,..\..\data\raw\FoodClassification\samosa\139.jpg,samosa
3380,..\..\data\raw\FoodClassification\chapati\310.jpg,chapati
3381,..\..\data\raw\FoodClassification\pakode\038.jpg,pakode
3382,..\..\data\raw\FoodClassification\chole_bhature\073.jpg,chole_bhature
3383,..\..\data\raw\FoodClassification\chapati\102.jpg,chapati
3384,..\..\data\raw\FoodClassification\pizza\144.jpg,pizza
3385,..\..\data\raw\FoodClassification\momos\298.jpg,momos
3386,..\..\data\raw\FoodClassification\chai\168.jpg,chai
3387,..\..\data\raw\FoodClassification\pav_bhaji\299.jpg,pav_bhaji
3388,..\..\data\raw\FoodClassification\fried_rice\138.jpg,fried_rice
3389,..\..\data\raw\FoodClassification\pakode\102.jpg,pakode
3390,..\..\data\raw\FoodClassification\momos\206.jpg,momos
3391,..\..\data\raw\FoodClassification\burger\102.jpg,burger
3392,..\..\data\raw\FoodClassification\chapati\165.jpg,chapati
3393,..\..\data\raw\FoodClassification\fried_rice\298.jpg,fried_rice
3394,..\..\data\raw\FoodClassification\chole_bhature\275.jpg,chole_bhature
3395,..\..\data\raw\FoodClassification\pav_bhaji\235.jpg,pav_bhaji
3396,..\..\data\raw\FoodClassification\butter_naan\213.jpg,butter_naan
3397,..\..\data\raw\FoodClassification\samosa\098.jpg,samosa
3398,..\..\data\raw\FoodClassification\fried_rice\286.jpg,fried_rice
3399,..\..\data\raw\FoodClassification\chole_bhature\067.jpg,chole_bhature
3400,..\..\data\raw\FoodClassification\jalebi\204.jpg,jalebi
3401,..\..\data\raw\FoodClassification\jalebi\211.jpg,jalebi
3402,..\..\data\raw\FoodClassification\chai\014.jpg,chai
3403,..\..\data\raw\FoodClassification\samosa\006.JPG,samosa
3404,..\..\data\raw\FoodClassification\fried_rice\179.jpg,fried_rice
3405,..\..\data\raw\FoodClassification\kaathi_rolls\087.jpg,kaathi_rolls
3406,..\..\data\raw\FoodClassification\chole_bhature\078.jpg,chole_bhature
3407,..\..\data\raw\FoodClassification\pakode\071.jpg,pakode
3408,..\..\data\raw\FoodClassification\chapati\023.jpg,chapati
3409,..\..\data\raw\FoodClassification\chai\236.jpg,chai
3410,..\..\data\raw\FoodClassification\idli\230.jpg,idli
3411,..\..\data\raw\FoodClassification\jalebi\285.jpg,jalebi
3412,..\..\data\raw\FoodClassification\kaathi_rolls\248.jpg,kaathi_rolls
3413,..\..\data\raw\FoodClassification\chole_bhature\029.jpg,chole_bhature
3414,..\..\data\raw\FoodClassification\dhokla\282.jpg,dhokla
3415,..\..\data\raw\FoodClassification\kadai_paneer\285.jpg,kadai_paneer
3416,..\..\data\raw\FoodClassification\chole_bhature\271.jpg,chole_bhature
3417,..\..\data\raw\FoodClassification\burger\006.jpg,burger
3418,..\..\data\raw\FoodClassification\pizza\058.jpg,pizza
3419,..\..\data\raw\FoodClassification\jalebi\085.jpg,jalebi
3420,..\..\data\raw\FoodClassification\fried_rice\223.jpg,fried_rice
3421,..\..\data\raw\FoodClassification\butter_naan\222.jpg,butter_naan
3422,..\..\data\raw\FoodClassification\pav_bhaji\003.jpg,pav_bhaji
3423,..\..\data\raw\FoodClassification\chole_bhature\070.jpg,chole_bhature
3424,..\..\data\raw\FoodClassification\kaathi_rolls\264.jpg,kaathi_rolls
3425,..\..\data\raw\FoodClassification\pav_bhaji\244.jpg,pav_bhaji
3426,..\..\data\raw\FoodClassification\masala_dosa\284.jpg,masala_dosa
3427,..\..\data\raw\FoodClassification\masala_dosa\196.jpg,masala_dosa
3428,..\..\data\raw\FoodClassification\pav_bhaji\037.jpg,pav_bhaji
3429,..\..\data\raw\FoodClassification\chapati\406.jpg,chapati
3430,..\..\data\raw\FoodClassification\dal_makhani\300.jpg,dal_makhani
3431,..\..\data\raw\FoodClassification\momos\157.jpg,momos
3432,..\..\data\raw\FoodClassification\momos\114.jpg,momos
3433,..\..\data\raw\FoodClassification\pizza\249.jpg,pizza
3434,..\..\data\raw\FoodClassification\chole_bhature\108.jpg,chole_bhature
3435,..\..\data\raw\FoodClassification\samosa\106.jpg,samosa
3436,..\..\data\raw\FoodClassification\fried_rice\344.jpg,fried_rice
3437,..\..\data\raw\FoodClassification\kaathi_rolls\077.jpg,kaathi_rolls
3438,..\..\data\raw\FoodClassification\masala_dosa\054.jpg,masala_dosa
3439,..\..\data\raw\FoodClassification\chapati\133.jpg,chapati
3440,..\..\data\raw\FoodClassification\kadai_paneer\171.jpg,kadai_paneer
3441,..\..\data\raw\FoodClassification\burger\155.jpg,burger
3442,..\..\data\raw\FoodClassification\idli\235.jpg,idli
3443,..\..\data\raw\FoodClassification\kadai_paneer\030.jpg,kadai_paneer
3444,..\..\data\raw\FoodClassification\momos\258.jpg,momos
3445,..\..\data\raw\FoodClassification\masala_dosa\045.jpg,masala_dosa
3446,..\..\data\raw\FoodClassification\masala_dosa\029.jpg,masala_dosa
3447,..\..\data\raw\FoodClassification\idli\219.jpg,idli
3448,..\..\data\raw\FoodClassification\idli\154.jpg,idli
3449,..\..\data\raw\FoodClassification\kaathi_rolls\246.jpg,kaathi_rolls
3450,..\..\data\raw\FoodClassification\pav_bhaji\130.jpg,pav_bhaji
3451,..\..\data\raw\FoodClassification\dhokla\041.jpg,dhokla
3452,..\..\data\raw\FoodClassification\idli\019.JPG,idli
3453,..\..\data\raw\FoodClassification\masala_dosa\240.jpg,masala_dosa
3454,..\..\data\raw\FoodClassification\fried_rice\148.jpg,fried_rice
3455,..\..\data\raw\FoodClassification\dal_makhani\158.jpg,dal_makhani
3456,..\..\data\raw\FoodClassification\kaathi_rolls\207.jpg,kaathi_rolls
3457,..\..\data\raw\FoodClassification\dal_makhani\254.jpg,dal_makhani
3458,..\..\data\raw\FoodClassification\butter_naan\053.jpg,butter_naan
3459,..\..\data\raw\FoodClassification\butter_naan\149.jpg,butter_naan
3460,..\..\data\raw\FoodClassification\idli\172.jpg,idli
3461,..\..\data\raw\FoodClassification\pakode\014.jpg,pakode
3462,..\..\data\raw\FoodClassification\masala_dosa\122.jpg,masala_dosa
3463,..\..\data\raw\FoodClassification\jalebi\124.jpg,jalebi
3464,..\..\data\raw\FoodClassification\idli\090.jpg,idli
3465,..\..\data\raw\FoodClassification\jalebi\148.jpg,jalebi
3466,..\..\data\raw\FoodClassification\jalebi\228.jpg,jalebi
3467,..\..\data\raw\FoodClassification\dhokla\221.jpg,dhokla
3468,..\..\data\raw\FoodClassification\chapati\216.jpg,chapati
3469,..\..\data\raw\FoodClassification\pizza\191.jpg,pizza
3470,..\..\data\raw\FoodClassification\butter_naan\050.jpg,butter_naan
3471,..\..\data\raw\FoodClassification\samosa\050.jpg,samosa
3472,..\..\data\raw\FoodClassification\masala_dosa\261.jpg,masala_dosa
3473,..\..\data\raw\FoodClassification\pizza\149.jpg,pizza
3474,..\..\data\raw\FoodClassification\idli\107.jpg,idli
3475,..\..\data\raw\FoodClassification\jalebi\024.jpg,jalebi
3476,..\..\data\raw\FoodClassification\masala_dosa\249.jpg,masala_dosa
3477,..\..\data\raw\FoodClassification\idli\016.jpg,idli
3478,..\..\data\raw\FoodClassification\chapati\366.jpg,chapati
3479,..\..\data\raw\FoodClassification\chole_bhature\340.jpg,chole_bhature
3480,..\..\data\raw\FoodClassification\fried_rice\155.jpg,fried_rice
3481,..\..\data\raw\FoodClassification\kaathi_rolls\233.jpg,kaathi_rolls
3482,..\..\data\raw\FoodClassification\kaathi_rolls\028.jpg,kaathi_rolls
3483,..\..\data\raw\FoodClassification\masala_dosa\283.jpg,masala_dosa
3484,..\..\data\raw\FoodClassification\kadai_paneer\179.jpg,kadai_paneer
3485,..\..\data\raw\FoodClassification\chai\068.jpg,chai
3486,..\..\data\raw\FoodClassification\kaathi_rolls\035.jpg,kaathi_rolls
3487,..\..\data\raw\FoodClassification\jalebi\025.jpg,jalebi
3488,..\..\data\raw\FoodClassification\chai\029.jpg,chai
3489,..\..\data\raw\FoodClassification\kaathi_rolls\240.jpg,kaathi_rolls
3490,..\..\data\raw\FoodClassification\masala_dosa\098.jpg,masala_dosa
3491,..\..\data\raw\FoodClassification\idli\218.jpg,idli
3492,..\..\data\raw\FoodClassification\kadai_paneer\174.jpg,kadai_paneer
3493,..\..\data\raw\FoodClassification\chole_bhature\334.jpg,chole_bhature
3494,..\..\data\raw\FoodClassification\chapati\324.jpg,chapati
3495,..\..\data\raw\FoodClassification\jalebi\059.jpg,jalebi
3496,..\..\data\raw\FoodClassification\pakode\148.jpg,pakode
3497,..\..\data\raw\FoodClassification\masala_dosa\247.jpg,masala_dosa
3498,..\..\data\raw\FoodClassification\chole_bhature\292.jpg,chole_bhature
3499,..\..\data\raw\FoodClassification\kulfi\226.jpg,kulfi
3500,..\..\data\raw\FoodClassification\dal_makhani\196.jpg,dal_makhani
3501,..\..\data\raw\FoodClassification\momos\286.jpg,momos
3502,..\..\data\raw\FoodClassification\samosa\127.jpg,samosa
3503,..\..\data\raw\FoodClassification\chapati\097.jpg,chapati
3504,..\..\data\raw\FoodClassification\kulfi\211.jpg,kulfi
3505,..\..\data\raw\FoodClassification\masala_dosa\223.jpg,masala_dosa
3506,..\..\data\raw\FoodClassification\momos\060.jpg,momos
3507,..\..\data\raw\FoodClassification\pav_bhaji\135.jpg,pav_bhaji
3508,..\..\data\raw\FoodClassification\idli\244.jpg,idli
3509,..\..\data\raw\FoodClassification\paani_puri\033.jpg,paani_puri
3510,..\..\data\raw\FoodClassification\jalebi\277.jpg,jalebi
3511,..\..\data\raw\FoodClassification\pakode\135.jpg,pakode
3512,..\..\data\raw\FoodClassification\dal_makhani\078.jpg,dal_makhani
3513,..\..\data\raw\FoodClassification\chai\211.jpg,chai
3514,..\..\data\raw\FoodClassification\kadai_paneer\218.jpg,kadai_paneer
3515,..\..\data\raw\FoodClassification\kadai_paneer\167.jpg,kadai_paneer
3516,..\..\data\raw\FoodClassification\chole_bhature\173.jpg,chole_bhature
3517,..\..\data\raw\FoodClassification\kadai_paneer\342.jpg,kadai_paneer
3518,..\..\data\raw\FoodClassification\butter_naan\293.jpg,butter_naan
3519,..\..\data\raw\FoodClassification\kaathi_rolls\069.jpg,kaathi_rolls
3520,..\..\data\raw\FoodClassification\jalebi\251.jpg,jalebi
3521,..\..\data\raw\FoodClassification\kadai_paneer\223.jpg,kadai_paneer
3522,..\..\data\raw\FoodClassification\chai\306.jpg,chai
3523,..\..\data\raw\FoodClassification\samosa\149.jpg,samosa
3524,..\..\data\raw\FoodClassification\butter_naan\167.jpg,butter_naan
3525,..\..\data\raw\FoodClassification\chapati\101.jpg,chapati
3526,..\..\data\raw\FoodClassification\kaathi_rolls\031.jpg,kaathi_rolls
3527,..\..\data\raw\FoodClassification\butter_naan\223.jpg,butter_naan
3528,..\..\data\raw\FoodClassification\fried_rice\050.jpg,fried_rice
3529,..\..\data\raw\FoodClassification\burger\231.jpg,burger
3530,..\..\data\raw\FoodClassification\kaathi_rolls\230.jpg,kaathi_rolls
3531,..\..\data\raw\FoodClassification\chai\212.jpg,chai
3532,..\..\data\raw\FoodClassification\pav_bhaji\316.jpg,pav_bhaji
3533,..\..\data\raw\FoodClassification\pav_bhaji\185.jpg,pav_bhaji
3534,..\..\data\raw\FoodClassification\momos\031.jpg,momos
3535,..\..\data\raw\FoodClassification\samosa\179.jpg,samosa
3536,..\..\data\raw\FoodClassification\chole_bhature\013.jpg,chole_bhature
3537,..\..\data\raw\FoodClassification\kadai_paneer\352.jpg,kadai_paneer
3538,..\..\data\raw\FoodClassification\pizza\079.jpg,pizza
3539,..\..\data\raw\FoodClassification\chapati\388.jpg,chapati
3540,..\..\data\raw\FoodClassification\burger\003.jpg,burger
3541,..\..\data\raw\FoodClassification\chai\033.jpg,chai
3542,..\..\data\raw\FoodClassification\dhokla\080.jpg,dhokla
3543,..\..\data\raw\FoodClassification\momos\261.jpg,momos
3544,..\..\data\raw\FoodClassification\dhokla\055.jpg,dhokla
3545,..\..\data\raw\FoodClassification\idli\037.jpg,idli
3546,..\..\data\raw\FoodClassification\pakode\253.jpg,pakode
3547,..\..\data\raw\FoodClassification\chole_bhature\109.jpg,chole_bhature
3548,..\..\data\raw\FoodClassification\idli\301.jpg,idli
3549,..\..\data\raw\FoodClassification\masala_dosa\049.jpg,masala_dosa
3550,..\..\data\raw\FoodClassification\jalebi\086.jpg,jalebi
3551,..\..\data\raw\FoodClassification\masala_dosa\308.jpg,masala_dosa
3552,..\..\data\raw\FoodClassification\momos\317.jpg,momos
3553,..\..\data\raw\FoodClassification\chapati\175.jpg,chapati
3554,..\..\data\raw\FoodClassification\samosa\107.jpg,samosa
